hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_tweets_in_C	count_H_entire_dataset	count_tweets_entire_dataset
BTC	1387010761994682371	15.29605	.02325	.00152	9	387	9	5890
UK	1387010761994682371	7.62730	.02067	.00271	8	387	16	5890
REDSHEILDS	1387010761994682371	15.31111	.02067	.00135	8	387	8	5890
msm	1387010761994682371	12.23076	.02067	.00169	8	387	10	5890
commonlaw	1387010761994682371	15.31111	.02067	.00135	8	387	8	5890
NAZI	1387010761994682371	15.32203	.01808	.00118	7	387	7	5890
ukraine	1387010761994682371	10.19736	.01550	.00152	6	387	9	5890
swiss	1387010761994682371	15.34653	.01550	.00101	6	387	6	5890
helium	1387010761994682371	15.34653	.01550	.00101	6	387	6	5890
boe	1387010761994682371	15.34653	.01550	.00101	6	387	6	5890
usa	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
uk	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
lol	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
hydrogen	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
holysee	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
govid	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
GCMAF	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
DEBT	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
crimea	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
cbdc	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
BCCRSS	1387010761994682371	4.48263	.01291	.00288	5	387	17	5890
admirality	1387010761994682371	15.36904	.01291	.00084	5	387	5	5890
voidabinitio	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
MSM	1387010761994682371	5.55376	.01033	.00186	4	387	11	5890
miner	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
mesh	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
map	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
latin	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
IOT	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
hotspot	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
english	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
ELON	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
CHILDRAPE	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
bs	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
bis	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
AUTISM	1387010761994682371	15.41791	.01033	.00067	4	387	4	5890
unfollowed	1387010761994682371	15.50000	.00775	.00050	3	387	3	5890
UN	1387010761994682371	5.09868	.00775	.00152	3	387	9	5890
semitic	1387010761994682371	15.50000	.00775	.00050	3	387	3	5890
pedozionist	1387010761994682371	15.50000	.00775	.00050	3	387	3	5890
legalese	1387010761994682371	15.50000	.00775	.00050	3	387	3	5890
kaboom	1387010761994682371	15.50000	.00775	.00050	3	387	3	5890
fed	1387010761994682371	15.50000	.00775	.00050	3	387	3	5890
ECONOMY	1387010761994682371	15.50000	.00775	.00050	3	387	3	5890
ecb	1387010761994682371	15.50000	.00775	.00050	3	387	3	5890
corbyn	1387010761994682371	15.50000	.00775	.00050	3	387	3	5890
cityoflondinium	1387010761994682371	15.50000	.00775	.00050	3	387	3	5890
bbc	1387010761994682371	11.56716	.00775	.00067	3	387	4	5890
APARTHEID	1387010761994682371	11.56716	.00775	.00067	3	387	4	5890
zionist	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
zeolite	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
yatzanuk	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
water	1387010761994682371	10.32000	.00516	.00050	2	387	3	5890
voidABINITIO	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
void	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
VATIEEEEEE	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
UFC	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
truckers	1387010761994682371	2.54187	.00516	.00203	2	387	12	5890
tether	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
swissBANKcoin	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
SWISS	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
solarengineering	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
smart	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
serco	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
RRRRRRets	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
ROMAN	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
roman	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
quilliam	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
putin	1387010761994682371	6.14285	.00516	.00084	2	387	5	5890
private	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
POLICE	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
pedozionists	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
PEDOSADISTS	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
pedoeese	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
Palestinian	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
Palestine	1387010761994682371	2.34545	.00516	.00220	2	387	13	5890
ORGANISED	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
NOWAYHOSAI	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
musk	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
MI5	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
MelanieShaw	1387010761994682371	7.70149	.00516	.00067	2	387	4	5890
Legal	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
infanticide	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
indiamart	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
iia	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
human	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
HSBC	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
heroin	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
h20	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
greenhamcommon	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
GREENBACK	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
greek	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
GOVERNMENT	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
gold	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
GodsLaw	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
geoengineering	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
genocide	1387010761994682371	4.37288	.00516	.00118	2	387	7	5890
gbnews	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
ffs	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
fact	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
evergrande	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
epsteins	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
epsteine	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
epstein	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
EMPIRE	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
empire	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
dumbRRRRRR	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
depop	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
dcplc	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
CT	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
credit	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
contracts	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
consider	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
cheers	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
carolwoods	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
BRADBURYPOUND	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
blackmailed	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
bees	1387010761994682371	15.63636	.00516	.00033	2	387	2	5890
ziotards	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ZIONIST	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
zero	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
YourCrossToBear	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Yorkshire	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ww3	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
WORLD	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
weak	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Warning	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
WagTheDog	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
vpn	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
vodka	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
veritas	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
vanallenbelt	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
valasquez	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
urgent	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
unfollowedTHISbitch	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Ukriane	1387010761994682371	5.16000	.00258	.00050	1	387	3	5890
UkraineWar	1387010761994682371	1.38709	.00258	.00186	1	387	11	5890
UkraineRussianWar	1387010761994682371	1.17272	.00258	.00220	1	387	13	5890
ukip	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
uhh	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ufc	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
tv	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
TruthBillboards	1387010761994682371	3.07142	.00258	.00084	1	387	5	5890
TruckersProtest	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
TruckersForFreedom2022	1387010761994682371	.47513	.00258	.00543	1	387	32	5890
treason	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
tommy	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
thoughtnot	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
thc	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
TESLA	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
TEMPLAR	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
taxi	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
tax	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
talpiot	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
syria	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
SWISSKOIN	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
swissbank	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
swartzenYYYYYY	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
SUSPICIOUS	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
SuicidePrevention	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
STATUTES	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
state	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
southafrica	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
snitchdog	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
SMARTMETERS	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
sloboda	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
SLAVERY	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
SimonCowell	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
silver	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Shameless	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
shameless	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
shady	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ShadowNet	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
selloff	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
saylor	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
savile	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
SATANIC	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
SATAN	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
sasquatch	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Russia	1387010761994682371	.12772	.00258	.02020	1	387	119	5890
rus	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
RT	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
RRRRRRET	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
rowley	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
roi	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
rogan	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
REDSHEILD	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
rebelnews	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
PWO	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
public	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ProtectTheChildren	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
PLANET	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
pimblett	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
pie	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
persons	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
pedosadists	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
PEDOSADIST	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
pedosadist	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
pedokoin	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
PEDODORSEY	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
PEDO	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
pederast	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
pcr	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
PATENT	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
PARLIAMENT	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
parkingfines	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
oxypowder	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
OPIUM	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
OLYMPIC	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
nuclear	1387010761994682371	1.91111	.00258	.00135	1	387	8	5890
notts	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
nhs	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
nato	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
nastzi	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
MYTHRA	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
mwahaha	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
MRI	1387010761994682371	5.16000	.00258	.00050	1	387	3	5890
mp	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
MONSTER	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
mma	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
military	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
microsoft	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
melanieshaw	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
MaximOfLaw	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
masvidal	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
MAP	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Mann	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
MailOnline	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
looters	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
lockdown	1387010761994682371	3.85074	.00258	.00067	1	387	4	5890
LOANS	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
libya	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
LIBLABCON	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
LegalNameFraud	1387010761994682371	3.85074	.00258	.00067	1	387	4	5890
LegalIsNotLaw	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
LegalIsIllegal	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
LegalDeathCult	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
LawOfTheLand	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
lateralflow	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
knobjockeys	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
klitchko	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
KLAUS	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
klaus	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
KJV	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
kazar	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
KAFKA	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
kabooom	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
jury	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
junta	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
jesuit	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
jaguar	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
jabbd	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ja666	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ivermectin	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
ISIS	1387010761994682371	3.07142	.00258	.00084	1	387	5	5890
irs	1387010761994682371	5.16000	.00258	.00050	1	387	3	5890
iraq	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
imo	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
IMBECILE	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
imbecile	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
IDsILLEGAL	1387010761994682371	3.07142	.00258	.00084	1	387	5	5890
idiot	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ICELAND	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
iceland	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
hyperinfaltion	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
HYDROGEN	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
hodge	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
heroine	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Helium	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Haaretz	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
gut	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
grouchoclub	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
GOPRO	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
goldmoney	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
GOD	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
gmo	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
gloss	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
GIFTS	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Germany	1387010761994682371	3.07142	.00258	.00084	1	387	5	5890
gatekeeper	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
funds	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
FUNDED	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
FULLSTOP	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
fuel	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ftm	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
FRONTLINE	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
free	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
FRAUD	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
frackoff	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
food	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
fivegee	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
FFS	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
FED	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
fascism	1387010761994682371	3.85074	.00258	.00067	1	387	4	5890
Falklands	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
FACT	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ETHNIC	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
epstencoin	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
epsteind	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ENGINEERED	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ENERGY	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
EndTheStigma	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ELV	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
elv	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
elsalvador	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
economic	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
dungeness	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
drones	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
dorsey	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
doctors	1387010761994682371	3.07142	.00258	.00084	1	387	5	5890
detox	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
designed	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
DER	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
der	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
democide	1387010761994682371	5.16000	.00258	.00050	1	387	3	5890
Deleted	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
DEA	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
dc	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
curry	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
crypto	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
CREDIT	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
coverup	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
country	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
corporation	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
CORPORATE	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
COPS	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
contract	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
context	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
consent	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
COMMUNISM	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
CommonLaw	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
commercial	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Commerce	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ColourOfLaw	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
colby	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Civilians	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
CITYOFLONDINIUM	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
cilantro	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
chump	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
china	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
chessboard	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Catch22	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
CARREG	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
career	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
CARBONDIOXIDE	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
BUSINESS	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
britishairways	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
British	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
britain	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
Books	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
bolshekism	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
BOLESHEVIKS	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
bohemiangroove	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
BOE	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
BIS	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
BirthCertificateFraud	1387010761994682371	7.81818	.00258	.00033	1	387	2	5890
biotics	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
bint	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
binladen	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
bee	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
bar	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
banks	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
bank	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
BANGTIDY	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
BABY	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
azov	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
avi	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ArbeitMachtFrei	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
antifa	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
always	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
altmedia	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
aljazeera	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
AdmiraltyLaw	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
ACTS	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
77TH	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
10commandments	1387010761994682371	16.12500	.00258	.00016	1	387	1	5890
carolwoods	1387802155810271239	865.78787	.28571	.00033	2	7	2	5890
solihull	1387802155810271239	892.81250	.14285	.00016	1	7	1	5890
social	1387802155810271239	892.81250	.14285	.00016	1	7	1	5890
heroin	1387802155810271239	432.87878	.14285	.00033	1	7	2	5890
GIFTS	1387802155810271239	892.81250	.14285	.00016	1	7	1	5890
corporation	1387802155810271239	892.81250	.14285	.00016	1	7	1	5890
CORPORATE	1387802155810271239	892.81250	.14285	.00016	1	7	1	5890
LongHaulerKids	139109800	600.00000	.30000	.00050	3	10	3	5890
LongCovid	139109800	7.27272	.30000	.04125	3	10	243	5890
UrgencyofEbola	139109800	625.00000	.10000	.00016	1	10	1	5890
TrumpTax	139109800	625.00000	.10000	.00016	1	10	1	5890
TreatLongCovid	139109800	65.78947	.10000	.00152	1	10	9	5890
mild	139109800	625.00000	.10000	.00016	1	10	1	5890
microclots	139109800	200.00000	.10000	.00050	1	10	3	5890
LongCovidKids	139109800	14.36781	.10000	.00696	1	10	41	5890
FilibusterReform	139109800	625.00000	.10000	.00016	1	10	1	5890
ChildTaxCredit	139109800	303.03030	.10000	.00033	1	10	2	5890
VIP	1391884924173627395	2020.18181	.66666	.00033	2	3	2	5890
possibly	1391884924173627395	2020.18181	.66666	.00033	2	3	2	5890
antivaxxers	1391884924173627395	281.29113	.66666	.00237	2	3	14	5890
