hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_tweets_in_C	count_H_entire_dataset	count_tweets_entire_dataset
StandWithUkraine	24127811	3.53980	.23076	.06519	3	13	384	5890
RussiaSanctions	24127811	6.38163	.23076	.03616	3	13	213	5890
BoycottRussia	24127811	6.53525	.23076	.03531	3	13	208	5890
ArmUkraine	24127811	60.56692	.15384	.00254	2	13	15	5890
Yemen	24127811	15.11198	.07692	.00509	1	13	30	5890
Ukraine	24127811	1.48551	.07692	.05178	1	13	305	5890
PutinWarCriminal	24127811	2.32386	.07692	.03310	1	13	195	5890
PutinHitler	24127811	1.05125	.07692	.07317	1	13	431	5890
Mariupol	24127811	7.55599	.07692	.01018	1	13	60	5890
Idlib	24127811	21.60674	.07692	.00356	1	13	21	5890
Genocide	24127811	3.87311	.07692	.01986	1	13	117	5890
Gaza	24127811	17.44217	.07692	.00441	1	13	26	5890
trudeauhatespeech	242827267	347.18750	.05555	.00016	1	18	1	5890
RightWing	242827267	13.64864	.05555	.00407	1	18	24	5890
JobRecovery	242827267	347.18750	.05555	.00016	1	18	1	5890
Harper	242827267	82.91044	.05555	.00067	1	18	4	5890
Green	242827267	347.18750	.05555	.00016	1	18	1	5890
FreedomOverFear	242827267	347.18750	.05555	.00016	1	18	1	5890
FreedomNotFear	242827267	347.18750	.05555	.00016	1	18	1	5890
ForThePeople	242827267	23.43881	.05555	.00237	1	18	14	5890
Economics	242827267	347.18750	.05555	.00016	1	18	1	5890
EarthDay2022	242827267	168.33333	.05555	.00033	1	18	2	5890
cpcldr	242827267	347.18750	.05555	.00016	1	18	1	5890
CPC	242827267	9.91964	.05555	.00560	1	18	33	5890
covid19	242827267	8.84554	.05555	.00628	1	18	37	5890
ConvoyPartyOfCanada	242827267	11.69473	.05555	.00475	1	18	28	5890
ConservativePartyOfCanada	242827267	168.33333	.05555	.00033	1	18	2	5890
Conservative	242827267	11.29065	.05555	.00492	1	18	29	5890
antivaxxer	242827267	36.54605	.05555	.00152	1	18	9	5890
AltRight	242827267	13.10141	.05555	.00424	1	18	25	5890
rogan	245789728	1562.50000	.25000	.00016	1	4	1	5890
Life	245789728	247.52475	.25000	.00101	1	4	6	5890
AfterLife3	245789728	1562.50000	.25000	.00016	1	4	1	5890
AfterLife	245789728	1562.50000	.25000	.00016	1	4	1	5890
SistersInLaw	2467791	238.09523	.20000	.00084	1	5	5	5890
RealityWinner	2467791	148.14814	.20000	.00135	1	5	8	5890
GetThingsDone	2467791	1250.00000	.20000	.00016	1	5	1	5890
BoycottATP	2467791	11.11728	.20000	.01799	1	5	106	5890
AmericaFirst	2467791	298.50746	.20000	.00067	1	5	4	5890
ShabbatShalom	24931027	153.60752	.28571	.00186	2	7	11	5890
ChagPesachSameach	24931027	282.88118	.28571	.00101	2	7	6	5890
Pesach	24931027	285.70000	.14285	.00050	1	7	3	5890
OperationExodus	24931027	285.70000	.14285	.00050	1	7	3	5890
MarjorieTaylorGreene	24931027	121.05932	.14285	.00118	1	7	7	5890
jubilee	24931027	892.81250	.14285	.00016	1	7	1	5890
Antisemitism	24931027	56.24015	.14285	.00254	1	7	15	5890
BoycottATP	25268540	166.75931	3.00000	.01799	3	1	106	5890
auspol	254515782	34.04834	1.00000	.02937	3	3	173	5890
AlboForPM	254515782	107.18113	1.00000	.00933	3	3	55	5890
insiders	254515782	98.32743	.33333	.00339	1	3	20	5890
TruckersForFreedom2022	2553418813	26.30755	.14285	.00543	2	14	32	5890
TrudeauNationalDisgrace	2553418813	42.26035	.07142	.00169	1	14	10	5890
TruckersForFreedom	2553418813	23.41639	.07142	.00305	1	14	18	5890
TruckersConvoy	2553418813	52.90370	.07142	.00135	1	14	8	5890
truckers	2553418813	35.18226	.07142	.00203	1	14	12	5890
Truckdrivers	2553418813	446.37500	.07142	.00016	1	14	1	5890
Qanonvoy	2553418813	446.37500	.07142	.00016	1	14	1	5890
ottawaconvoy2022	2553418813	60.52542	.07142	.00118	1	14	7	5890
Ottawa	2553418813	2.71455	.07142	.02631	1	14	155	5890
FreedomConvoy2022	2553418813	46.98684	.07142	.00152	1	14	9	5890
FluTruxClan	2553418813	70.71287	.07142	.00101	1	14	6	5890
ConvoyForFreedom2022	2553418813	46.98684	.07142	.00152	1	14	9	5890
CanadianTruckers	2553418813	446.37500	.07142	.00016	1	14	1	5890
Canada	2553418813	5.39425	.07142	.01324	1	14	78	5890
VoteLabor	255369151	568.12500	.09090	.00016	1	11	1	5890
ScottyTheRacist	255369151	275.45454	.09090	.00033	1	11	2	5890
ScottytheFailure	255369151	24.36997	.09090	.00373	1	11	22	5890
ScottyDoesntGiveARats	255369151	135.67164	.09090	.00067	1	11	4	5890
MrSpeakerMrSpeakerMrSpeakerMrSpeaker	255369151	568.12500	.09090	.00016	1	11	1	5890
Morrison	255369151	44.77832	.09090	.00203	1	11	12	5890
ClRRRRRRicSociopath	255369151	568.12500	.09090	.00016	1	11	1	5890
BootLNPOut	255369151	568.12500	.09090	.00016	1	11	1	5890
auspol	255369151	3.09499	.09090	.02937	1	11	173	5890
AlboForPM	255369151	9.74276	.09090	.00933	1	11	55	5890
2022Election	255369151	568.12500	.09090	.00016	1	11	1	5890
StopPutinNOW	255471924	10.13239	.37500	.03701	3	8	218	5890
StandWithUkraine	255471924	5.75241	.37500	.06519	3	8	384	5890
RussiaSanctions	255471924	10.37057	.37500	.03616	3	8	213	5890
PutinHitler	255471924	5.12505	.37500	.07317	3	8	431	5890
BoycottRussia	255471924	10.62022	.37500	.03531	3	8	208	5890
PutinWarCriminal	255471924	7.55287	.25000	.03310	2	8	195	5890
Ukraine	255471924	2.41405	.12500	.05178	1	8	305	5890
Fascism	255471924	250.00000	.12500	.00050	1	8	3	5890
TrumpGQPdeathKKKult	255812611	42.73333	.16666	.00390	2	12	23	5890
CrazyTown	255812611	49.16224	.16666	.00339	2	12	20	5890
ArrestTrumpNow	255812611	51.75776	.16666	.00322	2	12	19	5890
VoteBlueToSaveAmerica	255812611	61.72592	.08333	.00135	1	12	8	5890
Ukraine	255812611	1.60930	.08333	.05178	1	12	305	5890
TrumpCrimesCommission	255812611	32.80708	.08333	.00254	1	12	15	5890
ShameOnCNN	255812611	520.81250	.08333	.00016	1	12	1	5890
MitchMcConnell	255812611	252.51515	.08333	.00033	1	12	2	5890
MerrickGarland	255812611	124.37313	.08333	.00067	1	12	4	5890
FollowMeDon	255812611	520.81250	.08333	.00016	1	12	1	5890
FireMerrickGarland	255812611	520.81250	.08333	.00016	1	12	1	5890
CityOnFire	255812611	252.51515	.08333	.00033	1	12	2	5890
TrudeauWasRight	2561429863	200.00000	.10000	.00050	1	10	3	5890
MZOs	2561429863	119.04761	.10000	.00084	1	10	5	5890
MaskMandate	2561429863	13.69863	.10000	.00730	1	10	43	5890
LTC	2561429863	21.05263	.10000	.00475	1	10	28	5890
IStandWithTrudeau	2561429863	42.19409	.10000	.00237	1	10	14	5890
IAmRunningForPrimeMinister	2561429863	625.00000	.10000	.00016	1	10	1	5890
Highway413	2561429863	99.00990	.10000	.00101	1	10	6	5890
DougFord	2561429863	16.83501	.10000	.00594	1	10	35	5890
COVID19	2561429863	1.34174	.10000	.07453	1	10	439	5890
covid19	2561429863	15.92356	.10000	.00628	1	10	37	5890
FullyVaccinated	2583166945	62.28402	.10526	.00169	2	19	10	5890
VoteFordOut2022	2583166945	6.08439	.05263	.00865	1	19	51	5890
TrudeauMustGo	2583166945	52.10891	.05263	.00101	1	19	6	5890
Trudeau	2583166945	52.10891	.05263	.00101	1	19	6	5890
RepealBill124	2583166945	38.98518	.05263	.00135	1	19	8	5890
Ontario	2583166945	5.00285	.05263	.01052	1	19	62	5890
onpoli	2583166945	2.67293	.05263	.01969	1	19	116	5890
Omicron	2583166945	3.23081	.05263	.01629	1	19	96	5890
omicron	2583166945	14.10991	.05263	.00373	1	19	22	5890
Nursing	2583166945	328.93750	.05263	.00016	1	19	1	5890
NeverVoteConservative	2583166945	2.54128	.05263	.02071	1	19	122	5890
IStandWithTruckers	2583166945	328.93750	.05263	.00016	1	19	1	5890
healthcare	2583166945	14.78370	.05263	.00356	1	19	21	5890
GetBoosted	2583166945	52.10891	.05263	.00101	1	19	6	5890
FordFails	2583166945	78.55223	.05263	.00067	1	19	4	5890
Election2022	2583166945	28.29569	.05263	.00186	1	19	11	5890
childcare	2583166945	44.60169	.05263	.00118	1	19	7	5890
cdnpoli	2583166945	2.84486	.05263	.01850	1	19	109	5890
Bill124	2583166945	328.93750	.05263	.00016	1	19	1	5890
Prophetic	2598999181	1515.15151	.50000	.00033	2	4	2	5890
ProofOfView	2598999181	1515.15151	.50000	.00033	2	4	2	5890
January6th	2598999181	113.37868	.50000	.00441	2	4	26	5890
Imbecile	2598999181	1515.15151	.50000	.00033	2	4	2	5890
auspol	2608740770	10.21450	.30000	.02937	3	10	173	5890
AlboForPM	2608740770	21.43622	.20000	.00933	2	10	55	5890
tamepunk	2608740770	625.00000	.10000	.00016	1	10	1	5890
ScottyThePathologicalLiar	2608740770	24.57002	.10000	.00407	1	10	24	5890
ScottyFromCorruption	2608740770	200.00000	.10000	.00050	1	10	3	5890
nswpol	2608740770	303.03030	.10000	.00033	1	10	2	5890
LNPCrimeFamily	2608740770	59.17159	.10000	.00169	1	10	10	5890
JournalismMatters	2608740770	625.00000	.10000	.00016	1	10	1	5890
IstandwithGrace	2608740770	625.00000	.10000	.00016	1	10	1	5890
endometriosis	2608740770	625.00000	.10000	.00016	1	10	1	5890
QandA	2615581908	446.42857	.37500	.00084	3	8	5	5890
auspol	2615581908	12.76813	.37500	.02937	3	8	173	5890
ThisisNotJournalism	2615581908	186.56716	.12500	.00067	1	8	4	5890
qt	2615581908	781.25000	.12500	.00016	1	8	1	5890
ParkHotelRefugees	2615581908	781.25000	.12500	.00016	1	8	1	5890
npc	2615581908	781.25000	.12500	.00016	1	8	1	5890
BoycottQandA	2615581908	781.25000	.12500	.00016	1	8	1	5890
4corners	2615581908	781.25000	.12500	.00016	1	8	1	5890
JohnsonOutDay25	26217297	592.59259	.80000	.00135	8	10	8	5890
JohnsonOut_23	26217297	597.01492	.40000	.00067	4	10	4	5890
JohnsonOutDay_25	26217297	606.06060	.20000	.00033	2	10	2	5890
JohnsonOut25	26217297	606.06060	.20000	.00033	2	10	2	5890
ProtectNHS	26217297	625.00000	.10000	.00016	1	10	1	5890
JohnsonOut26	26217297	303.03030	.10000	.00033	1	10	2	5890
JohnsonOut22	26217297	625.00000	.10000	.00016	1	10	1	5890
JohnsonOut20	26217297	149.25373	.10000	.00067	1	10	4	5890
JohnsonOut19	26217297	303.03030	.10000	.00033	1	10	2	5890
JohnsonOut14	26217297	625.00000	.10000	.00016	1	10	1	5890
Donetsk	262219168	110.00990	.11111	.00101	2	18	6	5890
Ukrainian	262219168	10.91355	.05555	.00509	1	18	30	5890
Ukraine	262219168	1.07280	.05555	.05178	1	18	305	5890
StopPutinNOW	262219168	1.50094	.05555	.03701	1	18	218	5890
StandWithUkraine	262219168	.85212	.05555	.06519	1	18	384	5890
SlavaZelenskyy	262219168	347.18750	.05555	.00016	1	18	1	5890
SlavaUkrainii	262219168	347.18750	.05555	.00016	1	18	1	5890
SlavaUkraini	262219168	18.21311	.05555	.00305	1	18	18	5890
Russianforces	262219168	347.18750	.05555	.00016	1	18	1	5890
Russia	262219168	2.75000	.05555	.02020	1	18	119	5890
NoFlyZoneOverUkraine	262219168	55.00000	.05555	.00101	1	18	6	5890
Kyiv	262219168	10.91355	.05555	.00509	1	18	30	5890
IStandWithUkriane	262219168	47.07627	.05555	.00118	1	18	7	5890
IStandWithUkraine	262219168	13.10141	.05555	.00424	1	18	25	5890
GenocideOfUkrainians	262219168	347.18750	.05555	.00016	1	18	1	5890
dePutinification	262219168	347.18750	.05555	.00016	1	18	1	5890
ClosetheSkyoverUkraine	262219168	347.18750	.05555	.00016	1	18	1	5890
AdolfPutin	262219168	82.91044	.05555	.00067	1	18	4	5890
GoCanadaGo	26347394	134.40860	.25000	.00186	9	36	11	5890
Canada	26347394	8.39199	.11111	.01324	4	36	78	5890
Beijing2022	26347394	94.16101	.11111	.00118	4	36	7	5890
Women	26347394	82.50495	.08333	.00101	3	36	6	5890
WomensHockey	26347394	111.10000	.05555	.00050	2	36	3	5890
paralympics2022	26347394	168.33333	.05555	.00033	2	36	2	5890
Paralympic	26347394	168.33333	.05555	.00033	2	36	2	5890
HockeyTwitter	26347394	111.10000	.05555	.00050	2	36	3	5890
HockeyCanada	26347394	168.33333	.05555	.00033	2	36	2	5890
Going4Gold	26347394	168.33333	.05555	.00033	2	36	2	5890
UkraineUnderAttack	26347394	13.67980	.02777	.00203	1	36	12	5890
UkraineRussia	26347394	41.44776	.02777	.00067	1	36	4	5890
UkraineInvasion	26347394	2.33754	.02777	.01188	1	36	70	5890
Ukraine	26347394	.53630	.02777	.05178	1	36	305	5890
TeamJones	26347394	173.56250	.02777	.00016	1	36	1	5890
TeamJenniferJones	26347394	173.56250	.02777	.00016	1	36	1	5890
StandWithUkraine	26347394	.42598	.02777	.06519	1	36	384	5890
Paralympics	26347394	173.56250	.02777	.00016	1	36	1	5890
Olympics	26347394	41.44776	.02777	.00067	1	36	4	5890
OlympicGames	26347394	55.54000	.02777	.00050	1	36	3	5890
MonoBob	26347394	173.56250	.02777	.00016	1	36	1	5890
MaskUp	26347394	2.40641	.02777	.01154	1	36	68	5890
Kyiv	26347394	5.45579	.02777	.00509	1	36	30	5890
IStandWithUkraine	26347394	6.54952	.02777	.00424	1	36	25	5890
IceHockey	26347394	84.15151	.02777	.00033	1	36	2	5890
Hockey	26347394	84.15151	.02777	.00033	1	36	2	5890
GOLD	26347394	84.15151	.02777	.00033	1	36	2	5890
Go4GOLD	26347394	173.56250	.02777	.00016	1	36	1	5890
Curling	26347394	84.15151	.02777	.00033	1	36	2	5890
Captain	26347394	173.56250	.02777	.00016	1	36	1	5890
CanadaDay	26347394	173.56250	.02777	.00016	1	36	1	5890
Beijing	26347394	173.56250	.02777	.00016	1	36	1	5890
BanRussia	26347394	173.56250	.02777	.00016	1	36	1	5890
BanRPC	26347394	173.56250	.02777	.00016	1	36	1	5890
AustraliaDay	26347394	173.56250	.02777	.00016	1	36	1	5890
AusOpen	26347394	9.64236	.02777	.00288	1	36	17	5890
LoveAfterLockup	26562883	184.50184	.50000	.00271	4	8	16	5890
First48	26562883	750.00000	.37500	.00050	3	8	3	5890
TylerPerrysSistas	26562883	757.57575	.25000	.00033	2	8	2	5890
ToCatchASmuggler	26562883	757.57575	.25000	.00033	2	8	2	5890
TheFirst48	26562883	373.13432	.25000	.00067	2	8	4	5890
NBA	26562883	211.86440	.25000	.00118	2	8	7	5890
SFvsGB	26562883	250.00000	.12500	.00050	1	8	3	5890
ChickenWingPandemic	26562883	781.25000	.12500	.00016	1	8	1	5890
Putin	26637348	13.68342	.28571	.02088	2	7	123	5890
StandWithUkraine	26637348	2.19128	.14285	.06519	1	7	384	5890
PutinHitler	26637348	1.95230	.14285	.07317	1	7	431	5890
J6TraitorSaysWhat	26637348	16.84551	.14285	.00848	1	7	50	5890
J6T	26637348	16.84551	.14285	.00848	1	7	50	5890
HillaryWasRight	26637348	892.81250	.14285	.00016	1	7	1	5890
Fakenews	26637348	285.70000	.14285	.00050	1	7	3	5890
FollowBackFriday	27086850	10.09761	1.50000	.14855	3	2	875	5890
FBPE	27086850	10.00600	1.50000	.14991	3	2	883	5890
Ukraine	27493883	3.04924	.15789	.05178	3	19	305	5890
ThankYouJoe	27493883	315.78000	.15789	.00050	3	19	3	5890
Putin	27493883	5.04118	.10526	.02088	2	19	123	5890
TrumpGQPdeathKKKult	27493883	13.49487	.05263	.00390	1	19	23	5890
TrumpCrimesCommission	27493883	20.72047	.05263	.00254	1	19	15	5890
StopRussianAggression	27493883	105.26000	.05263	.00050	1	19	3	5890
StopPutinNOW	27493883	1.42204	.05263	.03701	1	19	218	5890
StandWithUkraine	27493883	.80733	.05263	.06519	1	19	384	5890
PutinWarCrimes	27493883	25.92610	.05263	.00203	1	19	12	5890
PutinHitler	27493883	.71928	.05263	.07317	1	19	431	5890
PrayForUkraine	27493883	62.65476	.05263	.00084	1	19	5	5890
Jan6thInsurrection	27493883	328.93750	.05263	.00016	1	19	1	5890
ImpeachmentOne	27493883	328.93750	.05263	.00016	1	19	1	5890
FilibusterReform	27493883	328.93750	.05263	.00016	1	19	1	5890
ElonMuskBuyTwitter	27493883	105.26000	.05263	.00050	1	19	3	5890
DeutscheBank	27493883	328.93750	.05263	.00016	1	19	1	5890
DeleteFacebook	27493883	62.65476	.05263	.00084	1	19	5	5890
ArrestTrumpNow	27493883	16.34472	.05263	.00322	1	19	19	5890
AAAAAAeryFactory	27493883	328.93750	.05263	.00016	1	19	1	5890
WA	2768501	480.75000	.07692	.00016	1	13	1	5890
TrillionDollarScotty	2768501	480.75000	.07692	.00016	1	13	1	5890
ThisisNotJournalism	2768501	114.80597	.07692	.00067	1	13	4	5890
ScottytheFailure	2768501	20.62198	.07692	.00373	1	13	22	5890
PrayerRoom	2768501	65.18644	.07692	.00118	1	13	7	5890
Morrison	2768501	37.89162	.07692	.00203	1	13	12	5890
LongCovid	2768501	1.86472	.07692	.04125	1	13	243	5890
LNPDeathCult	2768501	76.15841	.07692	.00101	1	13	6	5890
livingwithcovid	2768501	233.09090	.07692	.00033	1	13	2	5890
LeMMMMMMRip	2768501	50.60526	.07692	.00152	1	13	9	5890
BoycottDjokovic	2768501	65.18644	.07692	.00118	1	13	7	5890
BoycottAustralianOpen	2768501	480.75000	.07692	.00016	1	13	1	5890
auspol	2768501	2.61899	.07692	.02937	1	13	173	5890
WhereIsDougFord	2800843867	25.71875	.07407	.00288	4	54	17	5890
Conservative	2800843867	15.05487	.07407	.00492	4	54	29	5890
onpoli	2800843867	2.82122	.05555	.01969	3	54	116	5890
NeverVoteConservative	2800843867	2.68227	.05555	.02071	3	54	122	5890
NeverForget	2800843867	9.91964	.05555	.00560	3	54	33	5890
Canada	2800843867	4.19561	.05555	.01324	3	54	78	5890
TraitorsSupportTraitorTrump	2800843867	74.06000	.03703	.00050	2	54	3	5890
RightWing	2800843867	9.09828	.03703	.00407	2	54	24	5890
cdnpoli	2800843867	2.00162	.03703	.01850	2	54	109	5890
AltRight	2800843867	8.73349	.03703	.00424	2	54	25	5890
WhiteSupremacy	2800843867	18.32673	.01851	.00101	1	54	6	5890
VoteThemAllOut2022	2800843867	2.37307	.01851	.00780	1	54	46	5890
VoteFordOut2022	2800843867	2.13988	.01851	.00865	1	54	51	5890
Trudeau	2800843867	18.32673	.01851	.00101	1	54	6	5890
TruckYouTrudeau	2800843867	115.68750	.01851	.00016	1	54	1	5890
TruckOff	2800843867	37.02000	.01851	.00050	1	54	3	5890
TruckerforFreedom	2800843867	27.62686	.01851	.00067	1	54	4	5890
TruckerConvoy2022	2800843867	18.32673	.01851	.00101	1	54	6	5890
TruckerConvoy	2800843867	9.95161	.01851	.00186	1	54	11	5890
trucker	2800843867	115.68750	.01851	.00016	1	54	1	5890
TraitorsToDemocracy	2800843867	56.09090	.01851	.00033	1	54	2	5890
TraitorConvoy2022	2800843867	37.02000	.01851	.00050	1	54	3	5890
StephenHarper	2800843867	115.68750	.01851	.00016	1	54	1	5890
Republican	2800843867	56.09090	.01851	.00033	1	54	2	5890
RealTruckers	2800843867	115.68750	.01851	.00016	1	54	1	5890
Progressive	2800843867	27.62686	.01851	.00067	1	54	4	5890
PoliceBrutality	2800843867	115.68750	.01851	.00016	1	54	1	5890
PierrePoilievre	2800843867	27.62686	.01851	.00067	1	54	4	5890
OttawaSiege	2800843867	15.68644	.01851	.00118	1	54	7	5890
OttawaOccupiers	2800843867	56.09090	.01851	.00033	1	54	2	5890
ottawaoccupiers	2800843867	15.68644	.01851	.00118	1	54	7	5890
OttawaOccupied	2800843867	13.71111	.01851	.00135	1	54	8	5890
Ottawa	2800843867	.70353	.01851	.02631	1	54	155	5890
Ontario	2800843867	1.75950	.01851	.01052	1	54	62	5890
LockThemAllUp	2800843867	27.62686	.01851	.00067	1	54	4	5890
LockHimUp	2800843867	22.03571	.01851	.00084	1	54	5	5890
LockHerUp	2800843867	27.62686	.01851	.00067	1	54	4	5890
IStandWithTrudeau	2800843867	7.81012	.01851	.00237	1	54	14	5890
IAMCANADIAN	2800843867	18.32673	.01851	.00101	1	54	6	5890
FordFailedThePeople	2800843867	6.42708	.01851	.00288	1	54	17	5890
Ford	2800843867	4.36556	.01851	.00424	1	54	25	5890
Fascism	2800843867	37.02000	.01851	.00050	1	54	3	5890
FakePhotos	2800843867	115.68750	.01851	.00016	1	54	1	5890
DougFraud	2800843867	13.71111	.01851	.00135	1	54	8	5890
CPC	2800843867	3.30535	.01851	.00560	1	54	33	5890
ConvoyCowards	2800843867	115.68750	.01851	.00016	1	54	1	5890
ConvoyClowns	2800843867	115.68750	.01851	.00016	1	54	1	5890
cdnpolitics	2800843867	18.32673	.01851	.00101	1	54	6	5890
CdnMediaFailed	2800843867	12.17763	.01851	.00152	1	54	9	5890
CanadaISProgressive	2800843867	56.09090	.01851	.00033	1	54	2	5890
BuckABeer	2800843867	12.17763	.01851	.00152	1	54	9	5890
BeachBALLS	2800843867	115.68750	.01851	.00016	1	54	1	5890
BeachBalls	2800843867	115.68750	.01851	.00016	1	54	1	5890
AllLivesMatter	2800843867	9.11822	.01851	.00203	1	54	12	5890
VoteFordOut2022	2809959174	12.49710	.10810	.00865	4	37	51	5890
LTC	2809959174	17.06947	.08108	.00475	3	37	28	5890
VoteFordOut	2809959174	3.25015	.05405	.01663	2	37	98	5890
onpoli	2809959174	2.74504	.05405	.01969	2	37	116	5890
DougFord	2809959174	9.09932	.05405	.00594	2	37	35	5890
WhereIsDougFord	2809959174	9.38194	.02702	.00288	1	37	17	5890
VoteThemAllOut2022	2809959174	3.46410	.02702	.00780	1	37	46	5890
VoteLiberal	2809959174	4.08157	.02702	.00662	1	37	39	5890
robots	2809959174	168.87500	.02702	.00016	1	37	1	5890
RepealBill124	2809959174	20.01481	.02702	.00135	1	37	8	5890
Profits	2809959174	7.24396	.02702	.00373	1	37	22	5890
Ontario	2809959174	2.56844	.02702	.01052	1	37	62	5890
ONpoli	2809959174	32.16666	.02702	.00084	1	37	5	5890
nursing	2809959174	168.87500	.02702	.00016	1	37	1	5890
NeverVoteConservative	2809959174	1.30468	.02702	.02071	1	37	122	5890
NeverForget	2809959174	4.82500	.02702	.00560	1	37	33	5890
Liberal	2809959174	6.37264	.02702	.00424	1	37	25	5890
Highway413	2809959174	26.75247	.02702	.00101	1	37	6	5890
healthcare	2809959174	7.58988	.02702	.00356	1	37	21	5890
GoHomeDougFord	2809959174	168.87500	.02702	.00016	1	37	1	5890
GoHome	2809959174	54.04000	.02702	.00050	1	37	3	5890
Gaslighting	2809959174	81.87878	.02702	.00033	1	37	2	5890
FordFailedThePeople	2809959174	9.38194	.02702	.00288	1	37	17	5890
FordFailedOttawa	2809959174	81.87878	.02702	.00033	1	37	2	5890
FordFailedOntario	2809959174	7.97050	.02702	.00339	1	37	20	5890
FordFailedKids	2809959174	26.75247	.02702	.00101	1	37	6	5890
Ford	2809959174	6.37264	.02702	.00424	1	37	25	5890
DougFraud	2809959174	20.01481	.02702	.00135	1	37	8	5890
DoNothingDoug	2809959174	168.87500	.02702	.00016	1	37	1	5890
daycare	2809959174	168.87500	.02702	.00016	1	37	1	5890
convoytraitors	2809959174	168.87500	.02702	.00016	1	37	1	5890
convoytoottawa2022	2809959174	26.75247	.02702	.00101	1	37	6	5890
ClimateCrisis	2809959174	1.67617	.02702	.01612	1	37	95	5890
Climate	2809959174	54.04000	.02702	.00050	1	37	3	5890
childcare	2809959174	22.89830	.02702	.00118	1	37	7	5890
BuckABeer	2809959174	17.77631	.02702	.00152	1	37	9	5890
bed	2809959174	168.87500	.02702	.00016	1	37	1	5890
StormEunice	282711900	657.89473	1.00000	.00152	2	2	9	5890
Winning	282711900	1000.00000	.50000	.00050	1	2	3	5890
warcrimesofputin	2876041031	520.81250	.08333	.00016	1	12	1	5890
StandingWithUkraine	2876041031	124.37313	.08333	.00067	1	12	4	5890
SeizeTheYachts	2876041031	520.81250	.08333	.00016	1	12	1	5890
RussianInvasion	2876041031	520.81250	.08333	.00016	1	12	1	5890
NYC	2876041031	252.51515	.08333	.00033	1	12	2	5890
MaskItOrCasket	2876041031	44.80107	.08333	.00186	1	12	11	5890
ImpeachmentOne	2876041031	520.81250	.08333	.00016	1	12	1	5890
CurbYourEnthusiasm	2876041031	520.81250	.08333	.00016	1	12	1	5890
COVIDIDIOTS	2876041031	520.81250	.08333	.00016	1	12	1	5890
Charlatan	2876041031	520.81250	.08333	.00016	1	12	1	5890
BreakingNews	2876041031	520.81250	.08333	.00016	1	12	1	5890
ArrestTrumpNow	2876041031	25.87888	.08333	.00322	1	12	19	5890
ROC	28785486	216.44047	.18181	.00084	2	11	5	5890
sarahpalin	28785486	568.12500	.09090	.00016	1	11	1	5890
OlympicGames	28785486	181.80000	.09090	.00050	1	11	3	5890
inflation	28785486	275.45454	.09090	.00033	1	11	2	5890
GorporateGreed	28785486	568.12500	.09090	.00016	1	11	1	5890
FigureSkating	28785486	568.12500	.09090	.00016	1	11	1	5890
DopingScandal	28785486	568.12500	.09090	.00016	1	11	1	5890
DOPINGPANDA	28785486	568.12500	.09090	.00016	1	11	1	5890
doping	28785486	275.45454	.09090	.00033	1	11	2	5890
COVID19	28785486	1.21964	.09090	.07453	1	11	439	5890
BeijingOlympics2022	28785486	275.45454	.09090	.00033	1	11	2	5890
Wealth	288277167	892.81250	.14285	.00016	1	7	1	5890
TrumpGQPdeathKKKult	288277167	36.62820	.14285	.00390	1	7	23	5890
RIP	288277167	213.20895	.14285	.00067	1	7	4	5890
MinimumWage	288277167	892.81250	.14285	.00016	1	7	1	5890
LindseyGraham	288277167	432.87878	.14285	.00033	1	7	2	5890
KatanjiBrownJackson	288277167	892.81250	.14285	.00016	1	7	1	5890
CorruptGOP	288277167	213.20895	.14285	.00067	1	7	4	5890
StandWithUkraine	2885493519	5.11320	.33333	.06519	3	9	384	5890
WeThePeople	2885493519	165.83582	.11111	.00067	1	9	4	5890
UkraineStrong	2885493519	222.22000	.11111	.00050	1	9	3	5890
Ukraina	2885493519	222.22000	.11111	.00050	1	9	3	5890
StopRussianInvasion	2885493519	694.43750	.11111	.00016	1	9	1	5890
StopRussianAggression	2885493519	222.22000	.11111	.00050	1	9	3	5890
Russia	2885493519	5.50049	.11111	.02020	1	9	119	5890
Kiev	2885493519	59.73655	.11111	.00186	1	9	11	5890
IStandWithUkraine	2885493519	26.20518	.11111	.00424	1	9	25	5890
PutinHitler	2904241896	13.66680	1.00000	.07317	9	9	431	5890
Genocide	2904241896	16.78398	.33333	.01986	3	9	117	5890
StandWithUkraine	2904241896	3.40880	.22222	.06519	2	9	384	5890
torture	2904241896	110.00990	.11111	.00101	1	9	6	5890
StopPutin	2904241896	38.57986	.11111	.00288	1	9	17	5890
rape	2904241896	110.00990	.11111	.00101	1	9	6	5890
Putin	2904241896	5.32136	.11111	.02088	1	9	123	5890
murder	2904241896	336.69696	.11111	.00033	1	9	2	5890
BuchaMRRRRRRacre	2904241896	110.00990	.11111	.00101	1	9	6	5890
PutinHitler	2924933104	11.71436	.85714	.07317	6	7	431	5890
StopPutinNOW	2924933104	11.57984	.42857	.03701	3	7	218	5890
StandWithUkraine	2924933104	6.57416	.42857	.06519	3	7	384	5890
RussiaSanctions	2924933104	11.85204	.42857	.03616	3	7	213	5890
PutinWarCriminal	2924933104	12.94773	.42857	.03310	3	7	195	5890
BoycottRussia	2924933104	12.13735	.42857	.03531	3	7	208	5890
